сервер,id,название,тема,семейство,шагов,оцениваемых,курсы,флаги,создан
tech2,553,2026 Задание 2,2026 АГ 2,Кардио-задания 2026,27,27,20,публичный,2026-02-28
tech2,538,2026 Задание 1,2026 АГ 1,Кардио-задания 2026,27,27,20,публичный,2026-02-25
tech2,537,ТКЦ ИИ 07,Тюменский кардиоцентр ИИ 07,Кардиология,23,23,,публичный,2025-09-21
tech2,536,ТКЦ ИИ 06,Тюменский кардиоцентр ИИ 06,Кардиология,23,23,,публичный,2025-09-21
tech2,535,ТКЦ ИИ 05,Тюменский кардиоцентр ИИ 05,Кардиология,17,17,,публичный,2025-09-21
tech2,534,ТКЦ ИИ 04,Тюменский кардиоцентр ИИ 04,Кардиология,17,17,,публичный,2025-09-21
tech2,533,ТКЦ ИИ 03,Тюменский кардиоцентр ИИ 03,Кардиология,21,21,,публичный,2025-09-21
tech2,530,ТКЦ ИИ 02,Тюменский кардиоцентр ИИ 02,Кардиология,21,21,,публичный,2025-09-05
tech2,529,ТКЦ ИИ 01,Тюменский кардиоцентр ИИ 01,Кардиология,22,22,,публичный,2025-09-04
tech2,528,Тестирую QR-код,Тестовый полигон,Прочее,1,1,,"служебный, публичный",2025-08-15
tech2,527,Паника в застрявшем лифте,Помощь населению 17 (NEW),Бытовые происшествия,21,21,19,публичный,2025-08-11
tech2,526,Перцовый баллон,Помощь населению 16 (NEW),Бытовые происшествия,26,26,19,публичный,2025-08-11
tech2,522,ЛОР,про козявки,Прочее,12,12,,публичный,2025-07-03
tech2,521,ТКЦ Задача 10,Тюменский кардиоцентр Задача 10,Кардиология,16,16,,публичный,2025-07-02
tech2,520,ТКЦ Задача 09,Тюменский кардиоцентр Задача 09,Кардиология,17,17,,публичный,2025-07-02
tech2,519,ТКЦ Задача 08,Тюменский кардиоцентр Задача 08,Кардиология,16,16,,публичный,2025-06-29
tech2,518,ТКЦ Задача 07,Тюменский кардиоцентр Задача 07,Кардиология,21,21,,публичный,2025-06-29
tech2,517,ТКЦ Задача 06,Тюменский кардиоцентр Задача 06,Кардиология,18,18,,публичный,2025-06-29
tech2,516,ТКЦ Задача 05,Тюменский кардиоцентр Задача 05,Кардиология,19,19,,публичный,2025-06-29
tech2,515,ТКЦ Задача 04,Тюменский кардиоцентр Задача 04,Кардиология,18,18,,публичный,2025-06-29
tech2,514,ТКЦ Задача 03,Тюменский кардиоцентр Задача 03,Кардиология,20,20,,публичный,2025-06-28
tech2,513,ТКЦ Задача 02,Тюменский кардиоцентр Задача 02,Кардиология,17,17,,публичный,2025-06-28
tech2,512,ТКЦ Задача 01,Тюменский кардиоцентр Задача 01,Кардиология,18,18,,публичный,2025-05-18
tech2,510,ЭКГ-20 из 100,100 тестов ЭКГ (Тюменский кардиоцентр),Кардиология,103,103,,публичный,2025-05-07
tech2,506,ЭКГ-10 из 100,100 тестов ЭКГ (Тюменский кардиоцентр),Кардиология,103,103,21,публичный,2025-04-11
tech2,505,Подъем 10 тонн,Ромек,Бытовые происшествия,13,13,,публичный,2025-04-11
tech2,504,АККРЕДИТАЦИЯ (лечебное дело),Пример тестов для изучения,Аккредитация,115,115,,публичный,2025-03-27
tech2,503,Группа тестов №1 по неотложной кардиологии Copy,Пример тестов для изучения,Кардиология,24,23,,"копия, публичный",2025-03-27
tech2,500,Первая помощь для населения - травмы и критические состояния,Внешний - Иваново,Первая помощь населению,0,0,19,публичный,2025-03-12
tech2,499,Озон фармацевт,"""Тайны древних аптек",Аптека и фармацевтика,12,12,,публичный,2025-03-09
tech2,498,Тесты ЭКГ и Клин.вопросы (обучающий режим),Тюменский кардиоцентр,Кардиология,24,24,,публичный,2025-03-04
tech2,497,Тюменский кардиоцентр Пример сценария (1),Взято из задачи 1,Кардиология,13,13,,публичный,2025-02-20
tech2,496,Группа тестов №1 по неотложной кардиологии,Тюменский кардиоцентр. Тесты ЭКГ и Клин.вопросы (тестирующий режим),Кардиология,24,23,17,публичный,2025-02-20
tech2,495,Квест ОЗОН Противовирусные препараты,Квест ОЗОН Противовирусные препараты,Аптека и фармацевтика,13,13,,публичный,2025-02-19
tech2,494,Тюменский кардиоцентр Пример сценария,Взято из задачи 41,Кардиология,14,14,,публичный,2025-02-19
tech2,493,Озон первая аптека,Квест про первую аптеку,Аптека и фармацевтика,15,15,,публичный,2025-02-16
tech2,492,Помощь населению 14,Новогодний травмпункт,Первая помощь населению,21,21,,публичный,2024-12-26
tech2,491,Новогодний травмпункт,для Приорова,Бытовые происшествия,16,16,,публичный,2024-12-26
tech2,488,Петарда в руке,Помощь населению 15,Бытовые происшествия,17,17,19,публичный,2024-12-24
tech2,487,Клиническая задача №1,Клиническая задача №1,Прочее,14,14,,публичный,2024-12-22
tech2,486,Миокардит 4,Миокардит 4,Кардиология,15,15,,публичный,2024-12-11
tech2,485,Процедура медицинской сестры,Процедура медицинской сестры 009,Сестринские манипуляции,22,22,,публичный,2024-12-09
tech2,484,Процедура медицинской сестры,Процедура медицинской сестры 008,Сестринские манипуляции,10,10,,публичный,2024-12-08
tech2,483,Миокардит 3,Миокардит 3,Кардиология,15,15,,публичный,2024-12-08
tech2,482,Миокардит-Рязань вариант 2,Миокардит - 2,Кардиология,22,22,,публичный,2024-12-08
tech2,481,Первая доврачебная помощь 018,"Доврачебная первичная медико-санитарная помощь 018 (лечебное дело, фельдшер)",Первая доврачебная помощь,25,25,,публичный,2024-12-02
tech2,480,Процедура медицинской сестры,Процедура медицинской сестры 002,Сестринские манипуляции,7,7,,публичный,2024-12-01
tech2,478,Миокардит-Рязань,Миокардит - пробный сценарий,Кардиология,22,22,,публичный,2024-11-29
tech2,477,Первая доврачебная помощь 023,"Доврачебная первичная медико-санитарная помощь 023 (лечебное дело, фельдшер)",Первая доврачебная помощь,19,19,,публичный,2024-11-28
tech2,476,Первая доврачебная помощь 022,"Доврачебная первичная медико-санитарная помощь 022 (лечебное дело, фельдшер)",Первая доврачебная помощь,17,17,,публичный,2024-11-27
tech2,475,Первая доврачебная помощь 029,"Доврачебная первичная медико-санитарная помощь 029 (лечебное дело, фельдшер)",Первая доврачебная помощь,18,18,,публичный,2024-11-27
tech2,474,Первая доврачебная помощь 019,"Доврачебная первичная медико-санитарная помощь 019 (лечебное дело, фельдшер)",Первая доврачебная помощь,26,26,,публичный,2024-11-25
tech2,473,Первая доврачебная помощь 024,"Доврачебная первичная медико-санитарная помощь 024 (лечебное дело, фельдшер)",Первая доврачебная помощь,18,18,,публичный,2024-11-25
tech2,472,Первая доврачебная помощь 017,"Доврачебная первичная медико-санитарная помощь 017 (лечебное дело, фельдшер)",Первая доврачебная помощь,19,19,,публичный,2024-11-25
tech2,471,Первая доврачебная помощь 016,"Доврачебная первичная медико-санитарная помощь 016 (лечебное дело, фельдшер)",Первая доврачебная помощь,26,26,,публичный,2024-11-24
tech2,470,Первая доврачебная помощь 015,"Доврачебная первичная медико-санитарная помощь 015 (лечебное дело, фельдшер)",Первая доврачебная помощь,20,20,,публичный,2024-11-24
tech2,469,Первая доврачебная помощь 021,"Доврачебная первичная медико-санитарная помощь 021 (лечебное дело, фельдшер)",Первая доврачебная помощь,20,20,,публичный,2024-11-24
tech2,468,Первая доврачебная помощь 020,"Доврачебная первичная медико-санитарная помощь 020 (лечебное дело, фельдшер)",Первая доврачебная помощь,19,19,,публичный,2024-11-24
tech2,467,СПИД-центр. Кейс 100,Антиспид–100 Соломина 5,ВИЧ — кейсы СПИД-центра,16,16,15 11,публичный,2024-11-19
tech2,466,СПИД-центр. Кейс 099,Антиспид–099 Соломина 4,ВИЧ — кейсы СПИД-центра,16,16,15 11,публичный,2024-11-19
tech2,465,СПИД-центр. Кейс 098,Антиспид–098 Соломина 3,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-19
tech2,464,СПИД-центр. Кейс 103,Антиспид–103 Юнев 3,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19
tech2,462,СПИД-центр. Кейс 102,Антиспид–102 Юнев 2,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19
tech2,461,СПИД-центр. Кейс 101,Антиспид–101 Юнев 1,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19
tech2,460,СПИД-центр. Кейс 104,Антиспид–104 Юнев 4,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19
tech2,459,СПИД-центр. Кейс 097,Антиспид–097 Соломина 2,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19
tech2,458,СПИД-центр. Кейс 096,Антиспид–096 Соломина 1,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-19
tech2,457,СПИД-центр. Кейс 095,Антиспид–095 Кутырева 5,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-19
